alarm_before_eventual_death_stay_n,analysis_type,evaluated_stay_n,eventual_death_stay_n,eventual_lead_time_iqr_high_hours,eventual_lead_time_iqr_low_hours,eventual_lead_time_max_hours,eventual_lead_time_median_hours,false_or_non_strict_first_alarm_stay_n,first_alarm_stay_n,fp,lead_time_definition,model_name,n,net_benefit,net_benefit_minus_treat_all,net_benefit_minus_treat_none,no_alarm_stay_n,positive_n,prevalence,strict_eventual_death_capture_rate,strict_lead_time_iqr_high_hours,strict_lead_time_iqr_low_hours,strict_lead_time_max_hours,strict_lead_time_median_hours,strict_true_alarm_ppv,strict_true_alarm_stay_n,threshold,tp,treat_all_net_benefit,treat_none_net_benefit
893.0,eventual_death_leadtime_exploratory_not_strict_24h,,,177.05,19.8,5901.7,67.31666666666666,,,,eventual_death_lead_time_not_strict_24h,MT3_raw,,,,,,,,,,,,,,,0.01,,,
893.0,eventual_death_leadtime_exploratory_not_strict_24h,,,177.05,19.8,5901.7,67.31666666666666,,,,eventual_death_lead_time_not_strict_24h,MT3_raw,,,,,,,,,,,,,,,0.02,,,
893.0,eventual_death_leadtime_exploratory_not_strict_24h,,,177.05,19.8,5901.7,67.31666666666666,,,,eventual_death_lead_time_not_strict_24h,MT3_raw,,,,,,,,,,,,,,,0.03,,,
893.0,eventual_death_leadtime_exploratory_not_strict_24h,,,175.81666666666666,19.8,5901.7,67.31666666666666,,,,eventual_death_lead_time_not_strict_24h,MT3_raw,,,,,,,,,,,,,,,0.05,,,
893.0,eventual_death_leadtime_exploratory_not_strict_24h,,,175.81666666666666,19.666666666666668,5901.7,67.03333333333333,,,,eventual_death_lead_time_not_strict_24h,MT3_raw,,,,,,,,,,,,,,,0.075,,,
892.0,eventual_death_leadtime_exploratory_not_strict_24h,,,175.96666666666667,19.183333333333334,5901.7,67.15833333333333,,,,eventual_death_lead_time_not_strict_24h,MT3_raw,,,,,,,,,,,,,,,0.1,,,
889.0,eventual_death_leadtime_exploratory_not_strict_24h,,,169.41666666666666,18.066666666666663,5901.7,64.16666666666667,,,,eventual_death_lead_time_not_strict_24h,MT3_raw,,,,,,,,,,,,,,,0.15,,,
882.0,eventual_death_leadtime_exploratory_not_strict_24h,,,166.65833333333333,17.583333333333332,5901.7,59.766666666666666,,,,eventual_death_lead_time_not_strict_24h,MT3_raw,,,,,,,,,,,,,,,0.2,,,
891.0,eventual_death_leadtime_exploratory_not_strict_24h,,,172.20833333333331,18.441666666666663,5901.7,65.56666666666666,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.005,,,
880.0,eventual_death_leadtime_exploratory_not_strict_24h,,,161.47916666666669,16.71666666666667,5901.7,57.925,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.01,,,
851.0,eventual_death_leadtime_exploratory_not_strict_24h,,,143.29166666666669,13.025,5881.7,50.61666666666667,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.02,,,
811.0,eventual_death_leadtime_exploratory_not_strict_24h,,,122.80833333333334,10.616666666666667,5418.7,42.65,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.03,,,
766.0,eventual_death_leadtime_exploratory_not_strict_24h,,,94.5875,7.383333333333333,5094.7,31.34166666666667,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.05,,,
709.0,eventual_death_leadtime_exploratory_not_strict_24h,,,75.05,5.583333333333333,4297.7,22.316666666666663,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.075,,,
657.0,eventual_death_leadtime_exploratory_not_strict_24h,,,60.23333333333333,4.633333333333334,2234.7,15.766666666666667,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.1,,,
583.0,eventual_death_leadtime_exploratory_not_strict_24h,,,42.525,3.725,767.55,11.933333333333334,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.15,,,
516.0,eventual_death_leadtime_exploratory_not_strict_24h,,,34.97083333333333,3.25,765.55,10.125,,,,eventual_death_lead_time_not_strict_24h,MT3_recalibrated_intercept_only,,,,,,,,,,,,,,,0.2,,,
