dataset_name,scenario,model_name,bin,n,mean_predicted_death_prob,observed_death_rate,absolute_calibration_error
mimic_internal,stale_lab_as_missing,P10_true_trained_ultra_minimal_sensitivity_model,"(0.173, 0.205]",103052,0.1887766558359464,0.009373908318130652,0.17940274751781576
mimic_internal,stale_lab_as_missing,P10_true_trained_ultra_minimal_sensitivity_model,"(0.205, 0.244]",103053,0.22356903910639864,0.011110787652955275,0.21245825145344335
mimic_internal,stale_lab_as_missing,P10_true_trained_ultra_minimal_sensitivity_model,"(0.244, 0.294]",103052,0.2676122522689972,0.01391530489461631,0.2536969473743809
mimic_internal,stale_lab_as_missing,P10_true_trained_ultra_minimal_sensitivity_model,"(0.294, 0.37]",103053,0.3290864955484107,0.018116891308355896,0.31096960424005476
mimic_internal,stale_lab_as_missing,P10_true_trained_ultra_minimal_sensitivity_model,"(0.37, 0.504]",103052,0.4292532710355509,0.027335714008461746,0.40191755702708915
mimic_internal,stale_lab_as_missing,P10_true_trained_ultra_minimal_sensitivity_model,"(0.504, 1.0]",103053,0.6565248285313671,0.09620292470864507,0.560321903822722
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.013500000000000002, 0.0872]",105136,0.06797544092115117,0.0025585907776594125,0.06541685014349176
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.0872, 0.115]",105136,0.10130521508776039,0.004375285344696393,0.096929929743064
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.115, 0.14]",105135,0.1271788761584527,0.006001807200266324,0.12117706895818636
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.14, 0.166]",105136,0.15241118862066047,0.007770887231775985,0.14464030138888448
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.166, 0.194]",105136,0.17958373246243275,0.008902754527469183,0.17068097793496356
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.194, 0.228]",105135,0.21061430468846692,0.011470965900984448,0.19914333878748247
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.228, 0.272]",105136,0.24869864222193946,0.014115050981585756,0.23458359124035372
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.272, 0.335]",105135,0.30090146386962957,0.017035240405193323,0.28386622346443624
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.335, 0.46]",105136,0.3889512997852461,0.026879470400243494,0.3620718293850026
eicu_external,current_latest_value_reference,P15_clinically_parsimonious_transport_model,"(0.46, 1.0]",105136,0.632130391919153,0.11578336630649826,0.5163470256126548
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.0157, 0.0981]",105136,0.07693146573589207,0.0027297975954953583,0.07420166814039672
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.0981, 0.128]",105136,0.1134347338954979,0.004451377263734592,0.1089833566317633
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.128, 0.155]",105135,0.14158624800402259,0.006667617824701574,0.13491863017932101
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.155, 0.183]",105136,0.16881771899529321,0.008103789377568102,0.16071392961772513
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.183, 0.214]",105136,0.19817259256653416,0.009159564754223101,0.18901302781231105
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.214, 0.251]",105135,0.23181735576957285,0.011442431159937224,0.22037492460963562
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.251, 0.297]",105136,0.2728718163035131,0.014048470552427332,0.2588233457510858
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.297, 0.365]",105135,0.3285285539004726,0.018024444761497123,0.31050410913897547
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.365, 0.491]",105136,0.4205805644628022,0.02772599299954345,0.39285457146325875
eicu_external,current_latest_value_reference,P12_true_trained_clinical_landing_model,"(0.491, 1.0]",105136,0.6514388859296795,0.11253994825749505,0.5388989376721844
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.014599999999999998, 0.0967]",105136,0.07594264013068325,0.0030531882514077003,0.07288945187927555
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.0967, 0.126]",105136,0.11155153702699205,0.005155227514837924,0.10639630951215413
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.126, 0.152]",105135,0.1389622250613979,0.006591525181908974,0.13237069987948893
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.152, 0.179]",105136,0.1655203421670872,0.008075254907928778,0.1574450872591584
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.179, 0.209]",105136,0.19394771672231503,0.009321260082179273,0.18462645664013577
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.209, 0.245]",105135,0.22659046776177189,0.011946544918438199,0.2146439228433337
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.245, 0.291]",105136,0.26680389408152694,0.013905798204230711,0.2528980958772962
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.291, 0.358]",105135,0.3215337628585706,0.018718790126979596,0.302814972731591
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.358, 0.482]",105136,0.412610143987255,0.02824912494293106,0.3843610190443239
eicu_external,current_latest_value_reference,P10_true_trained_ultra_minimal_sensitivity_model,"(0.482, 1.0]",105136,0.6395981520636972,0.10987673109115811,0.529721420972539
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.0142, 0.0886]",105136,0.07020010911429848,0.0034241363567189165,0.06677597275757957
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.0886, 0.113]",105136,0.10129502722992127,0.005706893927864861,0.09558813330205641
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.113, 0.135]",105135,0.12426766360760878,0.007561706377514624,0.11670595723009417
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.135, 0.158]",105136,0.14644793413118334,0.00939735200121747,0.13705058212996588
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.158, 0.183]",105136,0.17010273783898638,0.010529219296910667,0.15957351854207572
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.183, 0.212]",105135,0.19697902132028913,0.012032149141579873,0.18494687217870925
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.212, 0.25]",105136,0.23002102181226133,0.014219677370263278,0.21580134444199806
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.25, 0.305]",105135,0.2751215099261104,0.018604651162790697,0.2565168587633197
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.305, 0.415]",105136,0.3518498964763859,0.02647047633541318,0.32537942014097276
eicu_external,lab12h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.415, 1.0]",105136,0.5871361234359178,0.10694719220818749,0.4801889312277303
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.0165, 0.1]",105136,0.07963140863087056,0.0036999695632323848,0.07593143906763818
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.1, 0.127]",105136,0.11382211838596133,0.005840054786181707,0.10798206359977963
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.127, 0.151]",105135,0.13892982076662802,0.007980215912873925,0.1309496048537541
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.151, 0.176]",105136,0.1631189369822019,0.009359306041698372,0.15375963094050352
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.176, 0.203]",105136,0.188790742371174,0.010843098462943235,0.17794764390823076
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.203, 0.235]",105135,0.21816912698229932,0.013382793551148523,0.2047863334311508
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.235, 0.276]",105136,0.2541073799225687,0.015047176989803682,0.23906020293276503
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.276, 0.336]",105135,0.3030554303652136,0.017900794216959146,0.2851546361482544
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.336, 0.455]",105136,0.38693636162953937,0.027706970019783898,0.3592293916097555
eicu_external,lab12h_freshness_window,P12_true_trained_clinical_landing_model,"(0.455, 1.0]",105136,0.6221327474454984,0.1031330847663978,0.5189996626791006
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.0174, 0.0977]",105136,0.07770300737639343,0.003766549992390808,0.07393645738400263
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.0977, 0.125]",105136,0.11164629267765712,0.006039796073656977,0.10560649660400014
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.125, 0.149]",105135,0.13692953743125977,0.008256051742997098,0.12867348568826267
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.149, 0.174]",105136,0.1613733173163219,0.008912266017348958,0.15246105129897294
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.174, 0.201]",105136,0.18735757954709278,0.010824075483183686,0.1765335040639091
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.201, 0.234]",105135,0.21698398026913318,0.013078422979978124,0.20390555728915505
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.234, 0.275]",105136,0.2535156921466676,0.015551285953431745,0.23796440619323583
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.275, 0.337]",105135,0.30344053221198397,0.01881390593047035,0.28462662628151364
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.337, 0.461]",105136,0.39011770496617376,0.02758332065134683,0.36253438431482693
eicu_external,lab12h_freshness_window,P10_true_trained_ultra_minimal_sensitivity_model,"(0.461, 1.0]",105136,0.6292127379278399,0.10206779789986303,0.5271449400279768
eicu_external,lab24h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.013500000000000002, 0.0869]",105136,0.06775787400309062,0.002634682696697611,0.065123191306393
eicu_external,lab24h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.0869, 0.114]",105136,0.10084188152548239,0.004403819814335718,0.09643806171114667
eicu_external,lab24h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.114, 0.139]",105135,0.12656392141807352,0.005973272459219099,0.12059064895885442
eicu_external,lab24h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.139, 0.165]",105136,0.15159582307316583,0.007704306802617562,0.14389151627054828
eicu_external,lab24h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.165, 0.193]",105136,0.17860619140542597,0.009368817531578146,0.16923737387384782
eicu_external,lab24h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.193, 0.227]",105135,0.20954039472431393,0.011394873258191848,0.19814552146612208
eicu_external,lab24h_freshness_window,P15_clinically_parsimonious_transport_model,"(0.227, 0.27]",105136,0.24750406346194914,0.014505022066656522,0.23299904139529262
