model_name,calibration_method,bin_label,row_n,mean_predicted_death,observed_death_rate
M1_original_rich,raw,"(0.0589, 0.0969]",83579,0.07761821379574997,0.006125940726737578
M1_original_rich,raw,"(0.0969, 0.141]",83579,0.11808865013714885,0.007537778628602879
M1_original_rich,raw,"(0.141, 0.196]",83578,0.16734575115192646,0.009440283328148556
M1_original_rich,raw,"(0.196, 0.27]",83579,0.23112888219562971,0.011426315222723412
M1_original_rich,raw,"(0.27, 0.373]",83579,0.3184254220099758,0.01537467545675349
M1_original_rich,raw,"(0.373, 0.528]",83578,0.44474916793151903,0.021405154466486397
M1_original_rich,raw,"(0.528, 0.767]",83579,0.6381610024956833,0.04060828677060027
M1_original_rich,raw,"(0.767, 0.992]",83579,0.9001652379878139,0.07323609997726702
M1_original_rich,raw,"(0.992, 1.0]",83579,0.9989905179530728,0.025831847712942245
M1_original_rich,intercept_only,"(-0.000999, 1.36e-06]",585051,1.0106124118071603e-06,0.010785384522033122
M1_original_rich,intercept_only,"(1.36e-06, 4.01e-06]",83579,2.2899637459713047e-06,0.04060828677060027
M1_original_rich,intercept_only,"(4.01e-06, 0.000143]",83579,2.6659324672483245e-05,0.07323609997726702
M1_original_rich,intercept_only,"(0.000143, 0.55]",83579,0.22532135387467178,0.025831847712942245
M1_original_rich,logistic_recalibration,"(0.00637, 0.0165]",83579,0.015870295272425144,0.004187654793668266
M1_original_rich,logistic_recalibration,"(0.0165, 0.0172]",83579,0.016877611128595746,0.006125940726737578
M1_original_rich,logistic_recalibration,"(0.0172, 0.0177]",83579,0.017462354787282953,0.007537778628602879
M1_original_rich,logistic_recalibration,"(0.0177, 0.0182]",83578,0.017986794564391735,0.009440283328148556
M1_original_rich,logistic_recalibration,"(0.0182, 0.0188]",83579,0.018521285009310263,0.011426315222723412
M1_original_rich,logistic_recalibration,"(0.0188, 0.0195]",83579,0.01912433081730431,0.01537467545675349
M1_original_rich,logistic_recalibration,"(0.0195, 0.0204]",83578,0.019890023458299367,0.021405154466486397
M1_original_rich,logistic_recalibration,"(0.0204, 0.022]",83579,0.02108703915452954,0.04060828677060027
M1_original_rich,logistic_recalibration,"(0.022, 0.0285]",83579,0.024356792857474805,0.07323609997726702
M1_original_rich,logistic_recalibration,"(0.0285, 0.0542]",83579,0.04318813870833601,0.025831847712942245
M1_original_rich,isotonic,"(-0.000999, 0.00615]",253193,0.005681063306772875,0.005971729076238285
M1_original_rich,isotonic,"(0.00615, 0.00867]",83955,0.008576279222847788,0.009421714013459592
M1_original_rich,isotonic,"(0.00867, 0.0105]",114378,0.009638482690652681,0.012240116106244208
M1_original_rich,isotonic,"(0.0105, 0.0173]",71681,0.015290939669964655,0.0166989857842385
M1_original_rich,isotonic,"(0.0173, 0.0351]",71367,0.02658589471367022,0.023792509142881165
