model_name,component_group,dataset_name,subgroup_type,subgroup_value,sample_n,death_n,death_rate,auroc_death_ovr,auprc_death,multiclass_brier,calibration_intercept_death,calibration_slope_death
C2_MT2_physiology_minimal_recency,C_measurement_process,eicu_external,phenotype_label,Phenotype_2,88640.0,2482.0,0.02800090252707581,0.7277294217944398,0.13975759260640158,0.6854688672409601,-3.5342521662887156,0.813100069534725
C2_MT2_physiology_minimal_recency,C_measurement_process,eicu_external,phenotype_label,Phenotype_3,60778.0,2575.0,0.04236730395866926,0.7469336131707754,0.18320883007354494,0.7056509839349598,-3.2476023259416746,0.7948332935193335
C2_MT2_physiology_minimal_recency,C_measurement_process,eicu_external,is_sepsis_on_admission,0,643867.0,14759.0,0.022922435844669783,0.7705996594053305,0.10333102947282088,0.6936894614308642,-3.7027858671479024,0.5603046825896746
C2_MT2_physiology_minimal_recency,C_measurement_process,eicu_external,is_sepsis_on_admission,1,407490.0,7834.0,0.019225011656727773,0.7757695236105757,0.09771425867346925,0.6909827040267528,-3.5373463647667567,0.8568863641617794
C2_MT2_physiology_minimal_recency,C_measurement_process,eicu_external,phenotype_transfer_group,stable_transfer_Phenotype_1_2,990579.0,20018.0,0.020208383177919176,0.7694625487664207,0.09300716579098815,0.6918420832920632,-3.712654225007506,0.6180213343616664
C2_MT2_physiology_minimal_recency,C_measurement_process,eicu_external,phenotype_transfer_group,weak_transfer_Phenotype_3,60778.0,2575.0,0.04236730395866926,0.7469336131707754,0.18320883007354494,0.7056509839349598,-3.2476023259416746,0.7948332935193335
C3_physiology_full_quality,C_measurement_process,mimic_internal_test,phenotype_label,Phenotype_1,611693.0,11402.0,0.01864006944660148,0.8278854874663109,0.13725722362694395,0.5655872873187268,-3.338843786432032,0.8292405903064825
C3_physiology_full_quality,C_measurement_process,mimic_internal_test,phenotype_label,Phenotype_2,371043.0,7852.0,0.021161967750368556,0.7995914704698105,0.1509350757265332,0.49895913418084487,-3.27707388801995,0.8562595041247751
C3_physiology_full_quality,C_measurement_process,mimic_internal_test,phenotype_label,Phenotype_3,47790.0,1553.0,0.03249633814605566,0.7824851442554411,0.17104981421378465,0.5055831342661641,-3.2608256856664073,0.9006370247822574
C3_physiology_full_quality,C_measurement_process,mimic_internal_test,is_sepsis_on_admission,0,258032.0,5382.0,0.020857878092639674,0.8083989039849098,0.11658072337719823,0.5135428706445785,-3.4995602386591065,0.7936875783699402
C3_physiology_full_quality,C_measurement_process,mimic_internal_test,is_sepsis_on_admission,1,772494.0,15425.0,0.01996779263010457,0.8202271295042395,0.15812393954028023,0.5472565515772748,-3.2283775185469654,0.8665619438069172
C3_physiology_full_quality,C_measurement_process,mimic_internal_test,phenotype_transfer_group,stable_transfer_Phenotype_1_2,982736.0,19254.0,0.019592240438937824,0.817152614698249,0.14160733710969237,0.5404310807436761,-3.3137355008216023,0.8390318515685401
C3_physiology_full_quality,C_measurement_process,mimic_internal_test,phenotype_transfer_group,weak_transfer_Phenotype_3,47790.0,1553.0,0.03249633814605566,0.7824851442554411,0.17104981421378465,0.5055831342661641,-3.2608256856664073,0.9006370247822574
C3_physiology_full_quality,C_measurement_process,eicu_external,phenotype_label,Phenotype_1,901939.0,17536.0,0.019442556536528523,0.6632383469065642,0.028281660963372812,0.9784573615644897,-3.9751140186265412,0.04491252585594054
C3_physiology_full_quality,C_measurement_process,eicu_external,phenotype_label,Phenotype_2,88640.0,2482.0,0.02800090252707581,0.6167362506740656,0.03516351729591602,1.0146492180124536,-3.6158317133367226,0.03327794947237301
C3_physiology_full_quality,C_measurement_process,eicu_external,phenotype_label,Phenotype_3,60778.0,2575.0,0.04236730395866926,0.6667493268037931,0.06444755424806353,0.9600400024725474,-3.1940817868541136,0.05045850729105299
C3_physiology_full_quality,C_measurement_process,eicu_external,is_sepsis_on_admission,0,643867.0,14759.0,0.022922435844669783,0.6552054078964688,0.03228260030344079,0.9909380937990084,-3.8112950841336803,0.03924746898301958
C3_physiology_full_quality,C_measurement_process,eicu_external,is_sepsis_on_admission,1,407490.0,7834.0,0.019225011656727773,0.6742447208965296,0.02916312816329969,0.9638625108516247,-3.9858139130979744,0.05547818695642696
C3_physiology_full_quality,C_measurement_process,eicu_external,phenotype_transfer_group,stable_transfer_Phenotype_1_2,990579.0,20018.0,0.020208383177919176,0.6595191036743665,0.029024617922035482,0.98169591816174,-3.939413149020681,0.044870459511030136
C3_physiology_full_quality,C_measurement_process,eicu_external,phenotype_transfer_group,weak_transfer_Phenotype_3,60778.0,2575.0,0.04236730395866926,0.6667493268037931,0.06444755424806353,0.9600400024725474,-3.1940817868541136,0.05045850729105299
C4_physiology_full_quality_measurement_intensity,C_measurement_process,mimic_internal_test,phenotype_label,Phenotype_1,611693.0,11402.0,0.01864006944660148,0.8450117573231909,0.16664455723039948,0.5477864101282796,-3.2852835430942733,0.8584278480951276
C4_physiology_full_quality_measurement_intensity,C_measurement_process,mimic_internal_test,phenotype_label,Phenotype_2,371043.0,7852.0,0.021161967750368556,0.8144812324954591,0.17205844910627963,0.45489825665292866,-3.379485621503039,0.8748642505559276
C4_physiology_full_quality_measurement_intensity,C_measurement_process,mimic_internal_test,phenotype_label,Phenotype_3,47790.0,1553.0,0.03249633814605566,0.8129775841624288,0.21775688697333895,0.49029885012736085,-3.3583441490879125,0.9393693377308514
C4_physiology_full_quality_measurement_intensity,C_measurement_process,mimic_internal_test,is_sepsis_on_admission,0,258032.0,5382.0,0.020857878092639674,0.8298935990503634,0.16406166788439627,0.4876602373540172,-3.490893018490428,0.8973484430882054
C4_physiology_full_quality_measurement_intensity,C_measurement_process,mimic_internal_test,is_sepsis_on_admission,1,772494.0,15425.0,0.01996779263010457,0.8358274683123724,0.17550273641968744,0.519697709103922,-3.262811445830184,0.8626023990019083
C4_physiology_full_quality_measurement_intensity,C_measurement_process,mimic_internal_test,phenotype_transfer_group,stable_transfer_Phenotype_1_2,982736.0,19254.0,0.019592240438937824,0.833490757704456,0.1682924920213615,0.5127154458713941,-3.3243894868193613,0.863641106407368
C4_physiology_full_quality_measurement_intensity,C_measurement_process,mimic_internal_test,phenotype_transfer_group,weak_transfer_Phenotype_3,47790.0,1553.0,0.03249633814605566,0.8129775841624288,0.21775688697333895,0.49029885012736085,-3.3583441490879125,0.9393693377308514
C4_physiology_full_quality_measurement_intensity,C_measurement_process,eicu_external,phenotype_label,Phenotype_1,901939.0,17536.0,0.019442556536528523,0.648482009887886,0.026622208818458802,1.0065829716808319,-3.969423416828354,0.03511683218728227
C4_physiology_full_quality_measurement_intensity,C_measurement_process,eicu_external,phenotype_label,Phenotype_2,88640.0,2482.0,0.02800090252707581,0.5952777334724079,0.03313444403240484,1.1098173014928403,-3.5972593566033444,0.01889170000910372
C4_physiology_full_quality_measurement_intensity,C_measurement_process,eicu_external,phenotype_label,Phenotype_3,60778.0,2575.0,0.04236730395866926,0.6756054045190678,0.06107005526093393,0.9773750210194057,-3.196019319076297,0.043313479989439914
C4_physiology_full_quality_measurement_intensity,C_measurement_process,eicu_external,is_sepsis_on_admission,0,643867.0,14759.0,0.022922435844669783,0.643433839348083,0.030720941099136763,1.0228727573044738,-3.806392143264903,0.030525543727111193
